"consent","vi. 同意；赞成；答应
n. 同意；（意见等的）一致；赞成","Her silence implied consent.她的沈默意味着同意。",
"conjunction","n. 结合；[语] 连接词；同时发生","When is a temporal conjunction.when是一个时间连接词。",
"confine","n. 界限，边界;约束；限制
vt. 限制；禁闭","To confine in a paddock.限制在围地里",
"confess","vt. 承认；坦白；忏悔；供认
vi. 承认；坦白；忏悔；供认","The criminal confessed to the priest.罪犯向神父告解。",
"condense","vi. 浓缩；凝结
vt. 使浓缩；使压缩","He condensed the into one line.他把一段文字缩成一行。",
"conceal","vt. 隐藏；隐瞒","Conceal nothing from me.什么事也不要瞒着我。",
"comrade","n. 同志；伙伴","A woman comrade headed up the mountaineering expedition.一位女同志率领着这支登山队。",
"comparative","adj. 比较的；相当的
n. 比较级；对手","`Better' is the comparative of `good'.better是good比较级",
"colonel","n. 陆军上校","He was promoted to the rank of colonel.他被提拔成了上校。",
"coil","vt. 盘绕，把…卷成圈
n. 线圈；卷
vi. 成圈状","Curled inward;coiled or involute.内卷的向内卷的;盘绕的或内卷的",
"cloak","n. 斗蓬；宽大外衣；托词
vt. 遮掩；隐匿","The meeting was cloaked in mystery.会议笼罩在神秘??氛中。",
"cliff","n. 悬崖；绝壁","limestone cliffs;limestone walls.石灰岩峭壁;石灰岩墙",
"clerk","n. 职员，办事员；店员；书记；记帐员；<古>牧师，教士
vi. 当销售员，当店员；当职员","The clerk jotted down the order.售货员急忙把订货记下来。",
"clay","n. [土壤] 粘土；泥土；肉体；似黏土的东西
vt. 用黏土处理","Clay binds when it Ts heated.黏土受热后凝固。",
"clasp","n. 扣子，钩子；握手
vt. 紧抱；扣紧；紧紧缠绕
vi. 扣住","The clasp of my brooch is broken.我胸针的钩子坏了.",
"circumference","n. 圆周；周长；胸围","Circumference:The boundary line of a circle.圆周:一个圆的边界线.",
"circuit","n. [电子] 电路，回路；巡回；一圈；环道
vi. 环行
vt. 绕回…环行","There must be a break in the circuit.电路中一定有断路.",
"chin","n. 下巴；聊天；引体向上动作
vt. 用下巴夹住；与…聊天；在单杠上作引体向上动作
vi. 闲谈；作引体???上动作","He tucked his chin into his chest.他把下巴缩到胸前",
"chill","n. 寒冷；寒意；寒心
adj. 寒冷的；冷漠的；扫兴的
vt. 冷冻，冷藏；使寒心；使感到冷
vi. 冷藏；变冷","Failure chilled her hopes.失败使她希望破灭。",
"chess","n. 国际象棋，西洋棋","Chess is his favorite diversion.象棋是他最喜欢的娱乐活动",
"cherry","n. 樱桃；樱桃树；如樱桃的鲜红色；处女膜，处女","Her lips were ripe as cherries.她的嘴唇像樱桃一样红润.",
"cheque","n. 支票","He sent us a postdate cheque.他寄给我们一张填迟日期的支票。",
"cheat","vt. 欺骗；骗取
vi. 欺骗；作弊
n. 欺骗，作弊；骗子","I defy you to prove I have cheated.我敢说你证明不了我行过骗。",
"charming","adj. 迷人的；可爱的
v. 使陶醉（charm的现在分词）","Both charm and art are at their height.色艺双绝;色艺两绝",
"chamber","n. （身体或器官内的）室，膛；房间；会所
adj. 室内的；私人的，秘密的
vt. 把…关在室内；装填（弹药等）","The heart has four chambers.心脏有四个心室。",
"cement","vt. 巩固，加强；用水泥涂；接合
vi. 粘牢
n. 水泥；接合剂","unset gelatin;unset cement.尚未凝结成固体的明胶;尚未干硬的水泥",
"cellar","n. 地窖；酒窖；地下室
vt. 把…藏入地窖","He has an excellent wine-cellar.他有窖藏佳酿.",
"cathedral","n. 大教堂","Photography is strictly forbidden in the cathedral.教堂内严禁摄影。",
"cart","n. 二轮运货马车
vt. 用车装载
vi. 驾运货马车；用运货车运送","A low - wheeled cart;a dolly.矮轮平推车;小轮手推车",
"carrot","n. 胡萝卜
诱饵","Crisp carrot and celery sticks.鲜嫩的胡萝卜和芹菜梗",
"carpenter","n. 木匠，木工
vi. 当木匠，做木匠工作
vt. 制作","A carpenter must measure accurately.木工必须要测量准确。",
"canvas","n. 帆布
vt. 用帆布覆盖，用帆布装备
adj. 帆布制的","Canvas bags are durable.帆布???很耐用。",
"cannon","n. 大炮；加农炮；榴弹炮；机关炮
vi. 炮轰；开炮
vt. 炮轰","A cannon throws shells.大炮发射炮弹。",
"butter","vt. 涂黄油于；讨好
n. 黄油；奶油；奉承话","It is easy to melt butter.黄油易溶解。",
"burst","vi. 爆发，突发；爆炸
vt. 爆发，突发；爆炸
n. 爆发，突发；爆炸","The boiler burst.锅炉爆炸了。",
"bureau","n. 局，处；衣柜；办公桌","A Bureau that runs espionage operations.管理间谍活动的部门",
"bundle","n. 束；捆
vt. 捆
vi. 匆忙离开","He is a bundle of nerves.他是个神经极度紧张的人。",
"bullet","n. 子弹；只选某党全部候选人的投票；豆子
vi. 射出；迅速行进","An enemy bullet sang past my ear.一颗敌人的子弹嗖地从我耳边擦过。",
"bulk","n. 体积，容量；大多数，大部分；大块
vt. 使扩大，使形成大量；使显得重要","We ship most of our oil in bulk.我们装运的油大多数是散装的。",
"brute","adj. 残忍???；无理性的
n. 畜生；残暴的人","His cruelty marks him as a brute.他的残忍表明他是个人面兽心的家伙。",
"bruise","n. 擦伤；挫伤；青肿
vt. 使受瘀伤；使受挫伤
vi. 擦伤；受伤","Her bruised knee is still tender.她受了瘀伤的膝盖仍然一碰就痛。",
"brown","adj. 棕色的，褐色的；太阳晒黑的
vi. 变成褐色
n. 褐色，棕色
vt. 使变成褐色","I particularly like the Brown shoes.我尤其喜爱棕色的鞋",
"brow","n. 眉，眉毛；额；表情","He knit his brows.他皱着眉。",
"broom","n. 扫帚；金雀花
vt. 扫除
vi. 桩顶开花或开裂","The lobby is empty but for the postman and his broom. 大厅里除了邮差和他的扫帚以外别无他人。",
"brook","vt. 忍受；容忍
n. 小溪；小河","There was a small brook nearby.附近有条小溪。",
"brood","vt. 孵；沉思
n. 一窝；一伙","The hen broods ten eggs this time.这次母鸡孵十个蛋",
"bronze","n. 青铜；古铜色；青铜制品
adj. 青铜色的；青铜制的
vt. 镀青铜于
vi. 变成青铜色，被晒黑","an archaic bronze statuette.一种相当古老的青铜小雕像",
"brittle","adj. 易碎的，脆弱的；易生气的","He has a brittle temper,ie loses his temper easily.他脾气急.",
"bristle","n. 猪鬃；刚毛
vi. 发怒；竖起
vt. 使（毛发等）直立","A bristle or seta,especially of an annelid worm.刚毛尤指环节动物毛虫类的毫毛或刚毛",
"brisk","adj. 敏锐的，活泼的，轻快的；凛冽的
vi. 活跃起来；变得轻快
vt. 使……活泼；使……轻快；使……兴旺","He went home at brisk pace.他迈着轻快的步伐回到家里。",
"brim","n. 边；边缘
vi. 满溢；溢出
vt. 使…满溢","A floppy hat brim.软软的帽檐",
"breeze","n. 微风；轻而易举的事；煤屑；焦炭渣；小风波
vi. 吹微风；逃走","A gentle breeze stirred the leaves.微风吹动了树叶.",
"breed","vi. 繁殖；饲养；产生
vt. 繁殖；饲养；养育，教育；引起
n. [生物] 品种；种??，类型","Unemployment breeds social unrest.失业能造成社会不安定。",
"breadth","n. 宽度，幅度；宽宏","This car is 2 meters in breadth.这辆汽车宽二米。",
"brass","n. 黄铜；黄铜制品；铜管乐器；厚脸皮","Brass is an alloy of copper and zinc.黄铜是铜和锌的合金。",
"bough","n. 大树枝","I hitched the rope round a bough of the tree.我把绳子套在树枝上。",
"bosom","n. 胸；胸怀；中间；胸襟；内心；乳房；内部
vt. 怀抱；把…藏在心中
adj. 知心的；亲密的","She had a well-developed bosom.她的胸部很丰满。",
"booth","n. 货摊；公用电话亭","an unoccupied telephone booth.一个空的电话亭",
"blow","n. 吹；打击；殴打
vi. 风吹；喘气
vt. 风吹","He rained blows on the door.他连连敲门。",
"blossom","vi. 开花；兴旺；发展成
n. 花；开花期；兴旺期；花开的状态","To blossom; bloom.开花;开放",
"blend","vt. 混合
vi. 混合；协调
n. 混合；掺合物","The voices in the choir blend well.合唱团的唱音很和谐",
"blaze","vt. 在树皮上刻路标；公开宣布
n. 火焰，烈火；光辉；情感爆发
vi. 燃烧；照耀，发光；激发","This fuel cannot support a blaze long.这种燃料火力不持久。",
"blade","n. 叶片；刀片，刀锋；剑","The blade of an oar or paddle.桨面桨或橹的叶片",
"berry","n. 浆果（葡萄，番茄等）
vi. 采集浆果","Some berries are poisonous.有的浆果有毒。",
"beef","n. 牛肉；肌肉；食用牛；牢骚
vi. 抱怨，告发；发牢骚
vt. 养；加强","roast beef au jus.带汁的烤牛肉",
"beard","vt. 公然反对；抓…的胡须
n. 胡须；颌毛
vi. 充当掩护；充当男随员","Beard the lion in his den.老虎头上捉虱;太岁头上动土。",
"barrier","n. 障碍物，屏障；界线
vt. 把…关入栅栏","The ice skater rammed into the barrier.溜冰者撞到护栏上了.",
"barrel","vt. 把……装入桶内
n. 桶；枪管，炮管
vi. 快速移动","The barrel would hold 100 litres.这桶能装一百升。",
"barn","n. 谷仓；畜棚；车库；靶（核反应截面单位）
vt. 把…贮存入仓","They store the barn with hay.他们在仓库里储存干草。",
"banner","n. 旗帜，横幅；标语","A Banner hanging slack.无力挂着的旗帜",
"bang","n. 刘海；重击；突然巨响
adv. 直接地；砰然地；突然巨响地
vt. 重击；发巨响","The bottle exploded with a bang.""瓶子""""砰""""的一声爆炸了。""",
"axis","n. 轴；轴线；轴心国","The earth spins on its axis.地球绕地轴旋转。",
"aviation","n. 航空；飞行术；飞机制造业","a pioneer in aviation.航空业的先驱者",
"aural","adj. 听觉的；耳的；气味的；先兆的","He used tapes as aural material to teach English. 他用磁带作为听觉教材来教英语。",
"attentive","adj. 留意的，注意的","He was attentive to the speaker's words.他细心听讲",
"assure","vt. 保证；担保；使确信；弄清楚","I can assure you of its quality.它的质量我可以向你保证。",
"assist","n. 帮助；助攻
vi. 参加；出席
vt. 帮助；促进","I assisted in a grocery store.我在一个副食品店里帮忙。",
"appliance","n. 器具；器械；装置","An appliance carrying a full-year guarantee.有一年保证期的器具.",
"apparatus","n. 装置，设备；仪器；器官","the neuroendocrine apparatus in birds.鸟体内神经内分泌器官",
"anticipate","vt. 预期，期望；占先，抢先；提前使用","We anticipate a prompt reply from you.殷切地盼望早日来电。",
"amplify","vt. 放大，扩大；增强；详述
vi. 详述","There is no need to amplify.没有详述的必要。",
"ampere","n. 安培（计算电流强度的标准单位）","This fuse is rated at50 amperes.这根保险丝的熔断极限是五十安培的电流",
"amongst","prep. 在…之中；在…当中（等于among）","He found it amongst a pile of old books.他是在一堆旧书中找到它的.",
"agony","n. 苦恼；极大的痛苦；临死的挣扎","He writhed in agony.他疼得直打滚。",
"agent","n. 代理人，代理商；药剂；特工
vt. 由…作中介；由…代理
adj. 代理的","A digestive agent.消化器官",
"accordance","n. 一致；和谐","We should act in accordance with the law.我们应依法办事。",
"accord","n. 符合；一致；协议；自愿
vt. 使一致；给予
vi. 符合；一致","We accorded him a hearty welcome.我们给与他热烈的欢迎。",
"accessory","n. 配件；附件；[法] 从犯
adj. 副的；同谋的；附属的","a tack room;tack accessories.一个放马具的房间;马具的附件",
"alloy","vt. 使成合金；使减低成色
n. 合金
vi. 易于铸成合金","Brass is an alloy of copper and zinc.黄铜是铜和锌的合金。",
